method,majority_pair,n,terminal,legacy_terminal,reasoning,mode_mismatch_cost,path,total,exact,exact_mode_match,clear_success_proxy,auxiliary_success_proxy,strict_clean,policy_clean,subset_clean,fast_on_deep,deep_on_fast,match_count,llm_calls
direct_multistage_exp3,mostly_deep_vs_mostly_deep_required,58,6.767241379310345,4.474137931034483,4.29103775862069,1.2413793103448276,0.07190517241379311,11.130184310344827,0.6206896551724138,0.3448275862068966,0.6206896551724138,0.6896551724137931,0.5172413793103449,0.6896551724137931,0.6206896551724138,0.6896551724137931,0.41379310344827586,3.896551724137931,12.793103448275861
direct_multistage_exp3,mostly_deep_vs_mostly_fast_required,22,0.0,0.0,5.631619318181818,1.8636363636363635,0.0726909090909091,5.704310227272727,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.727272727272727,1.2727272727272727,13.181818181818182
direct_multistage_exp3,mostly_fast_vs_mostly_deep_required,17,5.9411764705882355,3.176470588235294,5.22534794117647,3.9705882352941178,0.06446470588235295,11.23098911764706,0.6470588235294118,0.0,0.6470588235294118,0.6470588235294118,0.5294117647058824,0.6470588235294118,0.6470588235294118,2.588235294117647,0.17647058823529413,2.235294117647059,11.470588235294118
direct_multistage_exp3,mostly_fast_vs_mostly_fast_required,3,6.0,1.5,3.210488333333333,0.6666666666666666,0.059533333333333334,9.270021666666667,0.6666666666666666,0.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.0,1.3333333333333333,3.6666666666666665,10.666666666666666
epsilon_exp3,mostly_deep_vs_mostly_deep_required,60,6.683333333333334,4.108333333333333,4.1606335,0.825,0.072925,10.916891833333333,0.6166666666666667,0.5166666666666667,0.6166666666666667,0.6833333333333333,0.5,0.6833333333333333,0.6166666666666667,0.4666666666666667,0.25,4.283333333333333,12.8
epsilon_exp3,mostly_deep_vs_mostly_fast_required,17,0.0,0.0,5.601361470588236,1.911764705882353,0.07164705882352941,5.6730085294117645,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.823529411764706,1.1764705882352942,13.176470588235293
epsilon_exp3,mostly_fast_vs_mostly_deep_required,15,6.8,4.533333333333333,5.03921,3.933333333333333,0.06264,11.90185,0.6666666666666666,0.0,0.6666666666666666,0.6,0.6,0.6,0.6666666666666666,2.533333333333333,0.26666666666666666,2.2,11.2
epsilon_exp3,mostly_fast_vs_mostly_fast_required,8,0.0,0.0,3.839730625,1.0,0.066775,3.906505625,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,10.625
risky_ps,mostly_deep_vs_mostly_deep_required,61,7.360655737704918,4.901639344262295,4.230973032786885,1.1721311475409837,0.07146393442622952,11.663092704918032,0.5737704918032787,0.29508196721311475,0.5737704918032787,0.639344262295082,0.5245901639344263,0.639344262295082,0.5737704918032787,0.6721311475409836,0.32786885245901637,4.0,12.639344262295081
risky_ps,mostly_deep_vs_mostly_fast_required,16,0.0,0.0,5.2699146875,1.9375,0.07326250000000001,5.3431771875,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.875,1.125,12.6875
risky_ps,mostly_fast_vs_mostly_deep_required,14,10.678571428571429,6.821428571428571,5.064584285714286,4.0,0.06310714285714286,15.806262857142857,0.35714285714285715,0.0,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.42857142857142855,0.35714285714285715,2.642857142857143,0.07142857142857142,2.2857142857142856,10.714285714285714
risky_ps,mostly_fast_vs_mostly_fast_required,9,0.0,0.0,3.5108816666666667,0.8888888888888888,0.06248888888888889,3.5733705555555555,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.7777777777777777,3.2222222222222223,10.666666666666666
