method,stage,required,actual,n_stage_observations,episode_n,terminal,reasoning,mode_mismatch_cost,total,exact,exact_mode_match,strict_clean,clear_success_proxy,auxiliary_success_proxy
direct_multistage_exp3,ALL,deep,deep,201,67,2.810945273631841,5.330130646766169,1.256218905472637,8.210624179104478,0.8805970149253731,0.3582089552238806,0.6865671641791045,0.8805970149253731,0.6865671641791045
direct_multistage_exp3,ALL,deep,fast,99,48,8.272727272727273,6.089401212121212,4.156565656565657,14.42328,0.43434343434343436,0.0,0.42424242424242425,0.43434343434343436,0.42424242424242425
direct_multistage_exp3,ALL,fast,deep,89,54,2.595505617977528,5.475093539325843,2.162921348314607,8.138194662921348,0.8426966292134831,0.0,0.8089887640449438,0.8426966292134831,0.8089887640449438
direct_multistage_exp3,ALL,fast,fast,111,61,1.8468468468468469,4.112147927927928,0.9774774774774775,6.019650630630631,0.9009009009009009,0.43243243243243246,0.8378378378378378,0.9009009009009009,0.8378378378378378
direct_multistage_exp3,stage1,fast,deep,44,44,4.0227272727272725,5.7394710227272725,2.522727272727273,9.829025568181818,0.75,0.0,0.6818181818181818,0.75,0.6818181818181818
direct_multistage_exp3,stage1,fast,fast,56,56,3.3392857142857144,4.840196785714285,1.4642857142857142,8.244053928571429,0.8214285714285714,0.42857142857142855,0.6964285714285714,0.8214285714285714,0.6964285714285714
direct_multistage_exp3,stage2,deep,deep,38,38,3.9473684210526314,5.606788421052632,0.9736842105263158,9.623964736842105,0.8421052631578947,0.47368421052631576,0.5789473684210527,0.8421052631578947,0.5789473684210527
direct_multistage_exp3,stage2,deep,fast,37,37,5.297297297297297,5.553886081081081,3.4864864864864864,10.914848243243243,0.6216216216216216,0.0,0.6216216216216216,0.6216216216216216,0.6216216216216216
direct_multistage_exp3,stage2,fast,deep,9,9,0.0,5.210972777777778,1.8333333333333333,5.279095,1.0,0.0,1.0,1.0,1.0
direct_multistage_exp3,stage2,fast,fast,16,16,1.125,3.6335778125,0.65625,4.8170153125,0.9375,0.375,0.9375,0.9375,0.9375
direct_multistage_exp3,stage3,deep,deep,50,50,2.78,5.3859775,1.2,8.2360675,0.88,0.36,0.7,0.88,0.7
direct_multistage_exp3,stage3,deep,fast,25,25,8.28,5.9701148,4.24,14.310266799999999,0.44,0.0,0.4,0.44,0.4
direct_multistage_exp3,stage3,fast,deep,10,10,1.8,5.2486215000000005,1.9,7.1184915,0.9,0.0,0.9,0.9,0.9
direct_multistage_exp3,stage3,fast,fast,15,15,0.0,3.503319,0.5333333333333333,3.5599456666666667,1.0,0.4,1.0,1.0,1.0
direct_multistage_exp3,stage4,deep,deep,58,58,2.3793103448275863,5.214398620689655,1.3793103448275863,7.6628813793103445,0.896551724137931,0.3103448275862069,0.7241379310344828,0.896551724137931,0.7241379310344828
direct_multistage_exp3,stage4,deep,fast,17,17,12.235294117647058,6.830389705882353,5.0588235294117645,19.12428970588235,0.17647058823529413,0.0,0.17647058823529413,0.17647058823529413,0.17647058823529413
direct_multistage_exp3,stage4,fast,deep,13,13,1.3846153846153846,5.206216538461539,1.7692307692307692,6.658670384615385,0.9230769230769231,0.0,0.9230769230769231,0.9230769230769231,0.9230769230769231
direct_multistage_exp3,stage4,fast,fast,12,12,0.0,3.1129320833333334,0.3333333333333333,3.16844875,1.0,0.5,1.0,1.0,1.0
direct_multistage_exp3,stage5,deep,deep,55,55,2.5090909090909093,5.210260090909091,1.3727272727272728,7.788623727272728,0.8909090909090909,0.32727272727272727,0.7090909090909091,0.8909090909090909,0.7090909090909091
direct_multistage_exp3,stage5,deep,fast,20,20,10.4,6.599372,4.525,17.059287,0.3,0.0,0.3,0.3,0.3
direct_multistage_exp3,stage5,fast,deep,13,13,1.3846153846153846,5.206216538461539,1.7692307692307692,6.658670384615385,0.9230769230769231,0.0,0.9230769230769231,0.9230769230769231,0.9230769230769231
direct_multistage_exp3,stage5,fast,fast,12,12,0.0,3.1129320833333334,0.3333333333333333,3.16844875,1.0,0.5,1.0,1.0,1.0
epsilon_exp3,ALL,deep,deep,182,63,3.0384615384615383,5.467604752747253,1.3571428571428572,8.575571236263736,0.8241758241758241,0.26373626373626374,0.6923076923076923,0.8241758241758241,0.6923076923076923
epsilon_exp3,ALL,deep,fast,118,52,8.872881355932204,6.190749618644068,4.432203389830509,15.123699618644068,0.3898305084745763,0.0,0.3898305084745763,0.3898305084745763,0.3898305084745763
epsilon_exp3,ALL,fast,deep,95,52,1.8421052631578947,5.754587894736842,2.0894736842105264,7.664262631578947,0.8842105263157894,0.0,0.8421052631578947,0.8842105263157894,0.8421052631578947
epsilon_exp3,ALL,fast,fast,105,65,2.142857142857143,4.387222904761905,1.4666666666666666,6.591631476190476,0.8571428571428571,0.3047619047619048,0.8380952380952381,0.8571428571428571,0.8380952380952381
epsilon_exp3,stage1,fast,deep,43,43,4.069767441860465,6.1347679069767445,2.395348837209302,10.271470232558139,0.7441860465116279,0.0,0.6511627906976745,0.7441860465116279,0.6511627906976745
epsilon_exp3,stage1,fast,fast,57,57,3.9473684210526314,4.961339210526316,2.1315789473684212,8.97266903508772,0.7368421052631579,0.2807017543859649,0.7017543859649122,0.7368421052631579,0.7017543859649122
epsilon_exp3,stage2,deep,deep,34,34,3.764705882352941,5.738997647058824,1.088235294117647,9.573891764705882,0.7941176470588235,0.35294117647058826,0.6176470588235294,0.7941176470588235,0.6176470588235294
epsilon_exp3,stage2,deep,fast,41,41,6.634146341463414,5.762858780487805,3.792682926829268,12.459153902439024,0.5365853658536586,0.0,0.5365853658536586,0.5365853658536586,0.5365853658536586
epsilon_exp3,stage2,fast,deep,7,7,0.0,6.119412142857143,2.2857142857142856,6.190526428571428,1.0,0.0,1.0,1.0,1.0
epsilon_exp3,stage2,fast,fast,18,18,0.0,4.019574444444444,0.8888888888888888,4.080224444444444,1.0,0.2222222222222222,1.0,1.0,1.0
epsilon_exp3,stage3,deep,deep,42,42,3.642857142857143,5.564347023809524,1.25,9.278020833333333,0.7857142857142857,0.2857142857142857,0.6428571428571429,0.7857142857142857,0.6428571428571429
epsilon_exp3,stage3,deep,fast,33,33,7.484848484848484,5.990925909090909,4.242424242424242,13.535174393939394,0.48484848484848486,0.0,0.48484848484848486,0.48484848484848486,0.48484848484848486
epsilon_exp3,stage3,fast,deep,11,11,0.0,5.559102727272728,1.9545454545454546,5.629275454545454,1.0,0.0,1.0,1.0,1.0
epsilon_exp3,stage3,fast,fast,14,14,0.0,3.8598639285714285,0.75,3.9182639285714287,1.0,0.2857142857142857,1.0,1.0,1.0
epsilon_exp3,stage4,deep,deep,55,55,2.4727272727272727,5.345426818181818,1.509090909090909,7.886895909090909,0.8545454545454545,0.21818181818181817,0.7454545454545455,0.8545454545454545,0.7454545454545455
epsilon_exp3,stage4,deep,fast,20,20,13.2,6.8702327499999996,5.475,20.12791775,0.1,0.0,0.1,0.1,0.1
