method,mismatch_bucket,n,terminal,legacy_terminal,reasoning,mode_mismatch_cost,path,total,exact,exact_mode_match,clear_success_proxy,auxiliary_success_proxy,strict_clean,policy_clean,subset_clean,fast_on_deep,deep_on_fast,match_count,llm_calls
direct_multistage_exp3,all_stage_modes_match,24,10.020833333333334,7.854166666666667,4.614115208333334,0.0,0.07564166666666668,14.710590208333333,0.5416666666666666,1.0,0.5416666666666666,0.6666666666666666,0.4583333333333333,0.6666666666666666,0.5416666666666666,0.0,0.0,5.0,12.75
direct_multistage_exp3,both_mismatch_types,14,10.428571428571429,7.357142857142857,5.30871,0.0,0.06753571428571428,15.804817142857143,0.42857142857142855,0.0,0.42857142857142855,0.7142857142857143,0.42857142857142855,0.7142857142857143,0.42857142857142855,1.8571428571428572,1.0,2.142857142857143,12.928571428571429
direct_multistage_exp3,deep_on_fast_required,39,2.358974358974359,1.7435897435897436,4.905795384615384,0.0,0.07190256410256411,7.336672307692307,0.8974358974358975,0.0,0.8974358974358975,0.8717948717948718,0.8461538461538461,0.8717948717948718,0.8974358974358975,0.0,2.2564102564102564,2.7435897435897436,13.153846153846153
direct_multistage_exp3,fast_on_deep_required,23,10.23913043478261,6.913043478260869,4.7846019565217395,0.0,0.06728260869565218,15.091015,0.391304347826087,0.0,0.391304347826087,0.6086956521739131,0.391304347826087,0.6086956521739131,0.391304347826087,1.5217391304347827,0.0,3.4782608695652173,11.521739130434783
epsilon_exp3,all_stage_modes_match,18,10.36111111111111,8.13888888888889,4.613540277777778,0.0,0.07300000000000001,15.04765138888889,0.5555555555555556,1.0,0.5555555555555556,0.5,0.4444444444444444,0.5,0.5555555555555556,0.0,0.0,5.0,12.555555555555555
epsilon_exp3,both_mismatch_types,10,7.85,6.25,5.262041,0.0,0.0674,13.179441,0.6,0.0,0.6,0.9,0.6,0.9,0.6,1.6,1.0,2.4,13.0
epsilon_exp3,deep_on_fast_required,28,1.4464285714285714,1.1071428571428572,5.449063392857143,0.0,0.07071428571428572,6.96620625,0.9285714285714286,0.0,0.9285714285714286,0.9642857142857143,0.9285714285714286,0.9642857142857143,0.9285714285714286,0.0,3.1785714285714284,1.8214285714285714,13.535714285714286
epsilon_exp3,fast_on_deep_required,44,7.579545454545454,4.965909090909091,4.646856590909091,0.0,0.06962954545454546,12.296031590909092,0.5681818181818182,0.0,0.5681818181818182,0.6590909090909091,0.5454545454545454,0.6590909090909091,0.5681818181818182,1.4545454545454546,0.0,3.5454545454545454,11.340909090909092
risky_ps_linear,all_stage_modes_match,25,4.72,3.2,4.72328,0.0,0.074556,9.517836,0.76,1.0,0.76,0.72,0.64,0.72,0.76,0.0,0.0,5.0,12.92
risky_ps_linear,both_mismatch_types,6,17.333333333333332,13.5,5.608913333333334,0.0,0.0659,23.00814666666667,0.16666666666666666,0.0,0.16666666666666666,0.5,0.16666666666666666,0.5,0.16666666666666666,2.0,1.0,2.0,12.833333333333334
risky_ps_linear,deep_on_fast_required,38,1.6578947368421053,1.013157894736842,4.948810394736842,0.0,0.07216578947368421,6.678870921052631,0.9210526315789473,0.0,0.9210526315789473,0.9210526315789473,0.868421052631579,0.9210526315789473,0.9210526315789473,0.0,2.4473684210526314,2.5526315789473686,13.289473684210526
risky_ps_linear,fast_on_deep_required,31,6.0,3.4516129032258065,4.933604677419355,0.0,0.06972258064516129,11.003327258064516,0.6451612903225806,0.0,0.6451612903225806,0.6451612903225806,0.5806451612903226,0.6451612903225806,0.6451612903225806,1.3548387096774193,0.0,3.6451612903225805,12.03225806451613
