method,stage,required,actual,n_stage_observations,episode_n,terminal,reasoning,mode_mismatch_cost,total,exact,exact_mode_match,strict_clean,clear_success_proxy,auxiliary_success_proxy
direct_multistage_exp3,ALL,deep,deep,239,75,9.47489539748954,4.835284916317992,0.0,14.383349351464435,0.5271966527196653,0.401673640167364,0.4602510460251046,0.5271966527196653,0.6694560669456067
direct_multistage_exp3,ALL,deep,fast,61,37,9.69672131147541,5.0240338524590165,0.0,14.786784672131148,0.4262295081967213,0.0,0.4262295081967213,0.4262295081967213,0.5901639344262295
direct_multistage_exp3,ALL,fast,deep,102,53,2.3333333333333335,5.16933112745098,0.0,7.573565441176471,0.8823529411764706,0.0,0.8627450980392157,0.8823529411764706,0.9117647058823529
direct_multistage_exp3,ALL,fast,fast,98,71,4.857142857142857,4.5182848469387755,0.0,9.444977704081634,0.7448979591836735,0.24489795918367346,0.7244897959183674,0.7448979591836735,0.826530612244898
direct_multistage_exp3,stage1,fast,deep,38,38,6.2631578947368425,5.021036184210526,0.0,11.355615131578947,0.6842105263157895,0.0,0.631578947368421,0.6842105263157895,0.7631578947368421
direct_multistage_exp3,stage1,fast,fast,62,62,7.67741935483871,4.7682773387096775,0.0,12.51664185483871,0.5967741935483871,0.3870967741935484,0.5645161290322581,0.5967741935483871,0.7258064516129032
direct_multistage_exp3,stage2,deep,deep,46,46,9.076086956521738,4.816075652173913,0.0,13.96693652173913,0.5652173913043478,0.5217391304347826,0.4782608695652174,0.5652173913043478,0.6521739130434783
direct_multistage_exp3,stage2,deep,fast,29,29,10.224137931034482,4.9650106896551724,0.0,15.256017586206896,0.41379310344827586,0.0,0.41379310344827586,0.41379310344827586,0.6551724137931034
direct_multistage_exp3,stage2,fast,deep,7,7,0.0,5.758896428571428,0.0,5.829682142857143,1.0,0.0,1.0,1.0,1.0
direct_multistage_exp3,stage2,fast,fast,18,18,0.0,4.477528055555555,0.0,4.5463225,1.0,0.0,1.0,1.0,1.0
direct_multistage_exp3,stage3,deep,deep,59,59,9.338983050847459,4.783666864406779,0.0,14.196155000000001,0.5254237288135594,0.4067796610169492,0.4576271186440678,0.5254237288135594,0.6779661016949152
direct_multistage_exp3,stage3,deep,fast,16,16,10.1875,5.2055278125,0.0,15.4581528125,0.4375,0.0,0.4375,0.4375,0.5625
direct_multistage_exp3,stage3,fast,deep,16,16,0.0,5.436178125,0.0,5.506553125,1.0,0.0,1.0,1.0,1.0
direct_multistage_exp3,stage3,fast,fast,9,9,0.0,3.7698811111111112,0.0,3.8374144444444447,1.0,0.0,1.0,1.0,1.0
direct_multistage_exp3,stage4,deep,deep,64,64,9.578125,4.879260625,0.0,14.5300590625,0.53125,0.375,0.46875,0.53125,0.6875
direct_multistage_exp3,stage4,deep,fast,11,11,9.181818181818182,4.841100909090909,0.0,14.089073636363636,0.36363636363636365,0.0,0.36363636363636365,0.36363636363636365,0.45454545454545453
direct_multistage_exp3,stage4,fast,deep,20,20,0.0,5.1090215,0.0,5.1798165,1.0,0.0,1.0,1.0,1.0
direct_multistage_exp3,stage4,fast,fast,5,5,0.0,3.74547,0.0,3.80905,1.0,0.0,1.0,1.0,1.0
direct_multistage_exp3,stage5,deep,deep,70,70,9.757142857142858,4.851208428571429,0.0,14.68063557142857,0.5,0.34285714285714286,0.44285714285714284,0.5,0.6571428571428571
direct_multistage_exp3,stage5,deep,fast,5,5,6.2,5.18804,0.0,11.45182,0.6,0.0,0.6,0.6,0.6
direct_multistage_exp3,stage5,fast,deep,21,21,0.0,5.095278333333333,0.0,5.165778333333333,1.0,0.0,1.0,1.0,1.0
direct_multistage_exp3,stage5,fast,fast,4,4,0.0,3.47673375,0.0,3.54005875,1.0,0.0,1.0,1.0,1.0
epsilon_exp3,ALL,deep,deep,220,75,8.684090909090909,4.69999,0.0,13.455387272727272,0.5636363636363636,0.32727272727272727,0.5136363636363637,0.5636363636363636,0.6454545454545455
epsilon_exp3,ALL,deep,fast,80,54,8.06875,4.86872975,0.0,13.00553225,0.55,0.0,0.5375,0.55,0.675
epsilon_exp3,ALL,fast,deep,99,38,1.202020202020202,5.742016212121212,0.0,7.0146970202020205,0.9393939393939394,0.0,0.9393939393939394,0.9393939393939394,0.9797979797979798
epsilon_exp3,ALL,fast,fast,101,84,5.148514851485149,4.668734801980198,0.0,9.886868465346534,0.7326732673267327,0.1782178217821782,0.7029702970297029,0.7326732673267327,0.7623762376237624
epsilon_exp3,stage1,fast,deep,23,23,5.173913043478261,5.588188260869565,0.0,10.831949130434783,0.7391304347826086,0.0,0.7391304347826086,0.7391304347826086,0.9130434782608695
epsilon_exp3,stage1,fast,fast,77,77,6.753246753246753,4.729497012987013,0.0,11.55320090909091,0.6493506493506493,0.23376623376623376,0.6103896103896104,0.6493506493506493,0.6883116883116883
epsilon_exp3,stage2,deep,deep,34,34,8.279411764705882,4.819110882352941,0.0,13.170705,0.6176470588235294,0.5294117647058824,0.5294117647058824,0.6176470588235294,0.5882352941176471
epsilon_exp3,stage2,deep,fast,41,41,8.71951219512195,4.683518902439024,0.0,13.472023780487804,0.5121951219512195,0.0,0.5121951219512195,0.5121951219512195,0.7073170731707317
epsilon_exp3,stage2,fast,deep,11,11,0.0,6.689507272727273,0.0,6.762389090909091,1.0,0.0,1.0,1.0,1.0
epsilon_exp3,stage2,fast,fast,14,14,0.0,4.5172125,0.0,4.5848625,1.0,0.0,1.0,1.0,1.0
epsilon_exp3,stage3,deep,deep,55,55,9.6,4.643400727272727,0.0,14.315368,0.509090909090909,0.32727272727272727,0.4727272727272727,0.509090909090909,0.6181818181818182
epsilon_exp3,stage3,deep,fast,20,20,5.55,5.02435025,0.0,10.640585249999999,0.7,0.0,0.65,0.7,0.75
epsilon_exp3,stage3,fast,deep,18,18,0.0,6.032641111111111,0.0,6.103618888888889,1.0,0.0,1.0,1.0,1.0
epsilon_exp3,stage3,fast,fast,7,7,0.0,4.034002142857143,0.0,4.101316428571429,1.0,0.0,1.0,1.0,1.0
epsilon_exp3,stage4,deep,deep,66,66,8.863636363636363,4.700146590909091,0.0,13.634496590909091,0.5606060606060606,0.2727272727272727,0.5151515151515151,0.5606060606060606,0.6666666666666666
epsilon_exp3,stage4,deep,fast,9,9,6.0,5.073818888888889,0.0,11.142241111111112,0.5555555555555556,0.0,0.5555555555555556,0.5555555555555556,0.5555555555555556
epsilon_exp3,stage4,fast,deep,24,24,0.0,5.53256875,0.0,5.6026895833333334,1.0,0.0,1.0,1.0,1.0
epsilon_exp3,stage4,fast,fast,1,1,0.0,4.043905,0.0,4.109805,1.0,0.0,1.0,1.0,1.0
epsilon_exp3,stage5,deep,deep,65,65,7.938461538461539,4.685404846153846,0.0,12.694757153846155,0.5846153846153846,0.27692307692307694,0.5384615384615384,0.5846153846153846,0.676923076923077
epsilon_exp3,stage5,deep,fast,10,10,12.3,5.132273,0.0,17.499773,0.4,0.0,0.4,0.4,0.5
epsilon_exp3,stage5,fast,deep,23,23,0.0,5.433804565217391,0.0,5.504530652173913,1.0,0.0,1.0,1.0,1.0
epsilon_exp3,stage5,fast,fast,2,2,0.0,5.924025,0.0,5.985075,1.0,0.0,1.0,1.0,1.0
risky_ps_linear,ALL,deep,deep,246,75,5.662601626016261,4.8937768902439025,0.0,10.629467947154472,0.7113821138211383,0.4065040650406504,0.6056910569105691,0.7113821138211383,0.6910569105691057
risky_ps_linear,ALL,deep,fast,54,37,8.351851851851851,5.151446759259259,0.0,13.570957870370371,0.5370370370370371,0.0,0.5,0.5370370370370371,0.6296296296296297
risky_ps_linear,ALL,fast,deep,99,44,1.9898989898989898,5.139505353535354,0.0,7.201454848484849,0.8888888888888888,0.0,0.8686868686868687,0.8888888888888888,0.9393939393939394
risky_ps_linear,ALL,fast,fast,101,78,3.108910891089109,4.681206237623762,0.0,7.859903267326732,0.8217821782178217,0.24752475247524752,0.7722772277227723,0.8217821782178217,0.8217821782178217
risky_ps_linear,stage1,fast,deep,31,31,5.064516129032258,5.334552580645162,0.0,10.471042903225806,0.7741935483870968,0.0,0.7096774193548387,0.7741935483870968,0.8064516129032258
risky_ps_linear,stage1,fast,fast,69,69,4.550724637681159,4.744360724637681,0.0,9.366560724637681,0.7391304347826086,0.36231884057971014,0.6666666666666666,0.7391304347826086,0.7391304347826086
risky_ps_linear,stage2,deep,deep,55,55,4.263636363636364,4.901746090909091,0.0,9.23882790909091,0.8,0.45454545454545453,0.6727272727272727,0.8,0.7454545454545455
risky_ps_linear,stage2,deep,fast,20,20,11.325,5.04578875,0.0,16.43923375,0.35,0.0,0.35,0.35,0.5
risky_ps_linear,stage2,fast,deep,7,7,1.4285714285714286,4.979378571428572,0.0,6.483007142857143,0.8571428571428571,0.0,0.8571428571428571,0.8571428571428571,1.0
risky_ps_linear,stage2,fast,fast,18,18,0.0,4.853586666666667,0.0,4.921875555555555,1.0,0.0,1.0,1.0,1.0
risky_ps_linear,stage3,deep,deep,58,58,5.818965517241379,4.846455603448276,0.0,10.738776293103449,0.6896551724137931,0.43103448275862066,0.603448275862069,0.6896551724137931,0.6896551724137931
risky_ps_linear,stage3,deep,fast,17,17,7.264705882352941,5.259846176470588,0.0,12.592422647058823,0.6470588235294118,0.0,0.5294117647058824,0.6470588235294118,0.6470588235294118
