method,majority_pair,n,terminal,legacy_terminal,reasoning,mode_mismatch_cost,path,total,exact,exact_mode_match,clear_success_proxy,auxiliary_success_proxy,strict_clean,policy_clean,subset_clean,fast_on_deep,deep_on_fast,match_count,llm_calls
risky_ps_ix,mostly_fast_vs_mostly_deep_required,8,10.6875,6.9375,5.195811875,3.4375,0.065625,15.948936875000001,0.375,0.0,0.375,0.375,0.375,0.375,0.375,2.25,0.125,2.625,11.75
risky_ps_ix,mostly_fast_vs_mostly_fast_required,5,0.0,0.0,3.406003,0.8,0.061900000000000004,3.4679029999999997,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.6,3.4,10.8
risky_ps_linear,mostly_deep_vs_mostly_deep_required,64,8.7734375,6.09375,4.310605625,0.9921875,0.0736171875,13.157660312500001,0.5,0.328125,0.5,0.703125,0.453125,0.703125,0.5,0.5,0.484375,4.015625,13.1875
risky_ps_linear,mostly_deep_vs_mostly_fast_required,18,0.0,0.0,5.127241111111111,1.75,0.07110555555555556,5.198346666666667,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.5,1.5,12.61111111111111
risky_ps_linear,mostly_fast_vs_mostly_deep_required,11,9.363636363636363,5.181818181818182,5.008018181818182,3.909090909090909,0.06308181818181818,14.434736363636365,0.45454545454545453,0.0,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,2.5454545454545454,0.18181818181818182,2.272727272727273,11.0
risky_ps_linear,mostly_fast_vs_mostly_fast_required,7,0.0,0.0,3.426785,0.7857142857142857,0.06248571428571429,3.4892707142857144,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.5714285714285714,3.4285714285714284,10.857142857142858
risky_ps_old,mostly_deep_vs_mostly_deep_required,65,7.992307692307692,5.546153846153846,4.188533461538461,1.176923076923077,0.07288923076923078,12.253730384615384,0.5384615384615384,0.26153846153846155,0.5384615384615384,0.676923076923077,0.49230769230769234,0.676923076923077,0.5384615384615384,0.6153846153846154,0.5076923076923077,3.876923076923077,12.830769230769231
risky_ps_old,mostly_deep_vs_mostly_fast_required,18,0.0,0.0,5.549750555555556,1.75,0.07114444444444445,5.620895,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.5,1.5,13.055555555555555
risky_ps_old,mostly_fast_vs_mostly_deep_required,10,6.95,4.85,4.9066345,3.3,0.06717000000000001,11.923804500000001,0.6,0.0,0.6,0.7,0.6,0.7,0.6,2.2,0.0,2.8,11.4
risky_ps_old,mostly_fast_vs_mostly_fast_required,7,0.0,0.0,3.341505,0.7857142857142857,0.06248571428571429,3.4039907142857144,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.5714285714285714,3.4285714285714284,10.714285714285714
risky_ps_safe_conditional,mostly_deep_vs_mostly_deep_required,63,5.928571428571429,4.111111111111111,4.148781031746032,1.0476190476190477,0.07234920634920636,10.149701666666667,0.6984126984126984,0.2857142857142857,0.6984126984126984,0.6825396825396826,0.6031746031746031,0.6825396825396826,0.6984126984126984,0.5555555555555556,0.42857142857142855,4.015873015873016,12.777777777777779
risky_ps_safe_conditional,mostly_deep_vs_mostly_fast_required,18,0.0,0.0,5.631999166666667,1.75,0.07110555555555556,5.703104722222222,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.5,1.5,13.166666666666666
risky_ps_safe_conditional,mostly_fast_vs_mostly_deep_required,12,10.708333333333334,6.708333333333333,5.2421575,3.5416666666666665,0.06523333333333334,16.015724166666665,0.3333333333333333,0.0,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.3333333333333333,2.3333333333333335,0.08333333333333333,2.5833333333333335,11.75
risky_ps_safe_conditional,mostly_fast_vs_mostly_fast_required,7,0.0,0.0,3.334315,0.7857142857142857,0.06248571428571429,3.3968007142857144,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.5714285714285714,3.4285714285714284,10.714285714285714
risky_ps_safe_conditional_ix,mostly_deep_vs_mostly_deep_required,68,6.411764705882353,4.272058823529412,4.249442058823529,1.25,0.07189558823529413,10.733102352941177,0.6323529411764706,0.22058823529411764,0.6323529411764706,0.6911764705882353,0.5735294117647058,0.6911764705882353,0.6323529411764706,0.7058823529411765,0.38235294117647056,3.911764705882353,12.720588235294118
risky_ps_safe_conditional_ix,mostly_deep_vs_mostly_fast_required,18,0.0,0.0,5.1067905555555555,1.75,0.07110555555555556,5.177896111111111,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.5,1.5,12.555555555555555
risky_ps_safe_conditional_ix,mostly_fast_vs_mostly_deep_required,7,10.357142857142858,6.357142857142857,4.8047571428571425,3.7142857142857144,0.06548571428571429,15.227385714285715,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,2.4285714285714284,0.14285714285714285,2.4285714285714284,11.0
risky_ps_safe_conditional_ix,mostly_fast_vs_mostly_fast_required,7,0.0,0.0,3.5100471428571427,0.7857142857142857,0.06257142857142857,3.5726185714285714,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.5714285714285714,3.4285714285714284,11.0
