method,stage,required,actual,n_stage_observations,episode_n,terminal,reasoning,mode_mismatch_cost,total,exact,exact_mode_match,strict_clean,clear_success_proxy,auxiliary_success_proxy
risky_ps_safe_conditional,stage5,fast,deep,19,19,0.0,5.399531842105263,1.605263157894737,5.46958447368421,1.0,0.0,1.0,1.0,1.0
risky_ps_safe_conditional,stage5,fast,fast,6,6,0.0,3.6875141666666664,1.0833333333333333,3.7518974999999997,1.0,0.0,1.0,1.0,1.0
risky_ps_safe_conditional_ix,ALL,deep,deep,235,75,6.591489361702128,4.239588617021276,1.2191489361702128,10.903109042553192,0.625531914893617,0.2553191489361702,0.5617021276595745,0.625531914893617,0.676595744680851
risky_ps_safe_conditional_ix,ALL,deep,fast,65,52,7.461538461538462,4.524278692307692,2.423076923076923,12.05446176923077,0.5692307692307692,0.0,0.5538461538461539,0.5692307692307692,0.6307692307692307
risky_ps_safe_conditional_ix,ALL,fast,deep,101,52,1.6633663366336633,4.836261584158416,1.7178217821782178,6.57042,0.9108910891089109,0.0,0.900990099009901,0.9108910891089109,0.9207920792079208
risky_ps_safe_conditional_ix,ALL,fast,fast,99,71,3.4393939393939394,4.208037777777778,1.2373737373737375,7.715985252525252,0.797979797979798,0.15151515151515152,0.7676767676767676,0.797979797979798,0.8282828282828283
risky_ps_safe_conditional_ix,stage1,fast,deep,37,37,4.54054054054054,4.587010540540541,1.7567567567567568,9.198313243243243,0.7567567567567568,0.0,0.7297297297297297,0.7567567567567568,0.7837837837837838
risky_ps_safe_conditional_ix,stage1,fast,fast,63,63,5.404761904761905,4.275690952380953,1.3174603174603174,9.75104015873016,0.6825396825396826,0.23809523809523808,0.6349206349206349,0.6825396825396826,0.7301587301587301
risky_ps_safe_conditional_ix,stage2,deep,deep,39,39,5.743589743589744,4.234446794871795,0.7948717948717948,10.051290384615385,0.6923076923076923,0.38461538461538464,0.5897435897435898,0.6923076923076923,0.6666666666666666
risky_ps_safe_conditional_ix,stage2,deep,fast,36,36,7.902777777777778,4.373664861111111,2.2222222222222223,12.345620416666666,0.5277777777777778,0.0,0.5277777777777778,0.5277777777777778,0.6666666666666666
risky_ps_safe_conditional_ix,stage2,fast,deep,8,8,0.0,5.501403125,2.0,5.574603125,1.0,0.0,1.0,1.0,1.0
risky_ps_safe_conditional_ix,stage2,fast,fast,17,17,0.0,4.2636079411764705,1.2352941176470589,4.330213823529411,1.0,0.0,1.0,1.0,1.0
risky_ps_safe_conditional_ix,stage3,deep,deep,58,58,7.387931034482759,4.243590689655172,1.1982758620689655,11.703394137931035,0.5689655172413793,0.25862068965517243,0.5172413793103449,0.5689655172413793,0.6551724137931034
risky_ps_safe_conditional_ix,stage3,deep,fast,17,17,4.705882352941177,4.498064705882353,2.4411764705882355,9.273282352941177,0.7647058823529411,0.0,0.7058823529411765,0.7647058823529411,0.7058823529411765
risky_ps_safe_conditional_ix,stage3,fast,deep,16,16,0.0,4.827084375,1.75,4.898459375,1.0,0.0,1.0,1.0,1.0
risky_ps_safe_conditional_ix,stage3,fast,fast,9,9,0.0,4.362134444444444,1.0,4.426123333333333,1.0,0.0,1.0,1.0,1.0
