seed,method,episode_index,post_episode_count,post_switch_cumulative_total_cost_per_episode,post_switch_cumulative_raw_total_per_episode,total_cost,raw_total_cost
0,risky_ps_old,72,48,0.2706309908454496,10.051234999999998,0.12579658050619277,4.672085
0,risky_ps_old,73,49,0.2680539601947402,9.955524081632651,0.14435648896068928,5.3614
0,risky_ps_old,74,50,0.26593189014539576,9.876710399999999,0.16195045772751748,6.0148399999999995
0,risky_ps_old,75,51,0.27118684204969007,10.071879313725487,0.533934437264405,19.830325000000002
0,risky_ps_old,76,52,0.2751481970506606,10.219004038461536,0.4771773021001615,17.722365
0,risky_ps_old,77,53,0.28026813637333486,10.409158584905658,0.5465049811523963,20.297195
0,risky_ps_old,78,54,0.28707913749775615,10.662119166666663,0.648062197092084,24.06903
0,risky_ps_old,79,55,0.28510625642531934,10.58884636363636,0.17857067851373182,6.632115
0,risky_ps_old,80,56,0.282274372067082,10.483670178571426,0.126520732364028,4.69898
0,risky_ps_old,81,57,0.2792012536726846,10.369534561403505,0.10710662358642974,3.9779400000000003
0,risky_ps_old,82,58,0.27595354019274687,10.248914482758618,0.0908338718362951,3.37357
0,risky_ps_old,83,59,0.28084024260014784,10.430406610169488,0.5642689822294022,20.95695
0,risky_ps_old,84,60,0.28530826826422545,10.59634908333333,0.5489217824448035,20.386955
0,risky_ps_old,85,61,0.2831517408653125,10.5162556557377,0.1537600969305331,5.710649999999999
0,risky_ps_old,86,62,0.2871929100005211,10.666344677419351,0.5337042272482498,19.821775
0,risky_ps_old,87,63,0.29136876554606767,10.821435952380948,0.5502718093699515,20.437095
0,risky_ps_old,88,64,0.2965176212473075,11.012664453124996,0.6208955304254173,23.06006
0,risky_ps_old,89,65,0.2944057081313947,10.934227999999997,0.15924326871297792,5.914295
0,risky_ps_old,90,66,0.2919076385829213,10.841449696969695,0.1295331179321486,4.81086
0,risky_ps_old,91,67,0.2893435287214975,10.746218656716415,0.12011227786752829,4.4609700000000005
0,risky_ps_old,92,68,0.2871459976559283,10.664602352941174,0.13991141626278947,5.19631
0,risky_ps_old,93,69,0.2845774351650238,10.569205942028985,0.10991518578352182,4.08225
0,risky_ps_old,94,70,0.28862579813831835,10.719562142857143,0.5679628432956381,21.09414
0,risky_ps_old,95,71,0.2866438523440048,10.645952676056337,0.1479076467420571,5.49329
0,risky_ps_old,96,72,0.2903567787799916,10.783850763888887,0.5539745557350566,20.574615
0,risky_ps_old,97,73,0.2947848625342097,10.948309794520547,0.6136068928379107,22.789360000000002
0,risky_ps_old,98,74,0.29711819594230743,11.034969797297295,0.4674515347334411,17.361150000000002
0,risky_ps_old,99,75,0.29533291509603304,10.968664466666665,0.1632221324717286,6.06207
0,direct_multistage_exp3,25,1,0.14843564889606892,5.5129,0.14843564889606892,5.5129
0,direct_multistage_exp3,26,2,0.2386066235864297,8.86185,0.3287775982767905,12.210799999999999
0,direct_multistage_exp3,27,3,0.3345606713336923,12.425583333333334,0.5264687668282175,19.55305
0,direct_multistage_exp3,28,4,0.28753486806677436,10.679045,0.14645745826602047,5.439430000000001
0,direct_multistage_exp3,29,5,0.3608605546580506,13.402361000000003,0.6541633010231557,24.295625
0,direct_multistage_exp3,30,6,0.3268064979357386,12.137593333333335,0.15653621432417877,5.813755
0,direct_multistage_exp3,31,7,0.3004588045234248,11.159040000000001,0.14237264404954228,5.28772
0,direct_multistage_exp3,32,8,0.27861227786752824,10.347660000000001,0.125686591276252,4.667999999999999
0,direct_multistage_exp3,33,9,0.26369706216717526,9.79370888888889,0.1443753365643511,5.3621
0,direct_multistage_exp3,34,10,0.2500068255250404,9.2852535,0.1267946957458266,4.709155
0,direct_multistage_exp3,35,11,0.27791631174426,10.321811818181818,0.5570111739364567,20.687395000000002
0,direct_multistage_exp3,36,12,0.2981202095674026,11.072184583333334,0.5203630856219709,19.326285
0,direct_multistage_exp3,37,13,0.30470872167681534,11.316881923076924,0.3837708669897685,14.253250000000001
0,direct_multistage_exp3,38,14,0.324129000307716,12.038151071428572,0.5765926225094239,21.41465
0,direct_multistage_exp3,39,15,0.31064359181475504,11.537303000000001,0.12184787291330103,4.52543
0,direct_multistage_exp3,40,16,0.29927240677167477,11.114977187500001,0.1287046311254712,4.78009
0,direct_multistage_exp3,41,17,0.31474922392220217,11.689786176470589,0.5623782983306408,20.88673
0,direct_multistage_exp3,42,18,0.32726493597798123,12.154619722222224,0.540032040926225,20.05679
0,direct_multistage_exp3,43,19,0.3388139897401015,12.58355157894737,0.546696957458266,20.304325
0,direct_multistage_exp3,44,20,0.3276030694668821,12.167178000000002,0.11459558427571351,4.25608
0,direct_multistage_exp3,45,21,0.31748703746442036,11.791468571428572,0.11516639741518579,4.27728
0,direct_multistage_exp3,46,22,0.32504369217212514,12.072122727272728,0.4837334410339257,17.96586
0,direct_multistage_exp3,47,23,0.33337064807660793,12.381385869565218,0.5165636779752288,19.185175
0,direct_multistage_exp3,48,24,0.3442846605187579,12.786732291666667,0.5953069466882068,22.1097
0,direct_multistage_exp3,49,25,0.3355249919224556,12.461398200000001,0.12529294561120086,4.653379999999999
0,direct_multistage_exp3,50,26,0.34425834161799435,12.78575480769231,0.562592084006462,20.894669999999998
0,direct_multistage_exp3,51,27,0.3349974022218234,12.44180351851852,0.09421297792137857,3.49907
0,direct_multistage_exp3,52,28,0.32680763904915766,12.137635714285716,0.10568403338718363,3.9251050000000003
0,direct_multistage_exp3,53,29,0.3193261006814848,11.859771379310345,0.10984302638664513,4.07957
0,direct_multistage_exp3,54,30,0.31353468856578715,11.644678333333333,0.14558373721055465,5.40698
0,direct_multistage_exp3,55,31,0.3093007973318047,11.487431612903226,0.18228406031233169,6.770029999999999
0,direct_multistage_exp3,56,32,0.3090527228056005,11.478218125000001,0.30136241249326867,11.192599999999999
0,direct_multistage_exp3,57,33,0.3095492403844585,11.49665878787879,0.32543780290791596,12.08676
0,direct_multistage_exp3,58,34,0.3194548568215655,11.864553382352943,0.6463401992460958,24.005074999999998
0,direct_multistage_exp3,59,35,0.31395765443495655,11.660387285714288,0.1270527732902531,4.71874
0,direct_multistage_exp3,60,36,0.3104793873032968,11.531204444444446,0.18874003769520734,7.009805
0,direct_multistage_exp3,61,37,0.30463827882810113,11.314265675675678,0.09435837372105546,3.50447
0,direct_multistage_exp3,62,38,0.29954018224073914,11.124922368421053,0.1109106085083468,4.11922
0,direct_multistage_exp3,63,39,0.29466397415185785,10.943820000000002,0.10936806677436726,4.06193
0,direct_multistage_exp3,64,40,0.2901214660743134,10.775111250000002,0.11296365105008078,4.19547
0,direct_multistage_exp3,65,41,0.286317125707606,10.63381804878049,0.13414351103931071,4.98209
0,direct_multistage_exp3,66,42,0.2871656601789881,10.665332619047621,0.32195557350565424,11.957429999999999
0,direct_multistage_exp3,67,43,0.2928790998234211,10.877529767441862,0.5328435648896069,19.789810000000003
0,direct_multistage_exp3,68,44,0.29826661098056495,11.077621931818184,0.529929590737749,19.681585
0,direct_multistage_exp3,69,45,0.2948901483874828,10.952220111111114,0.1463257942918686,5.43454
0,direct_multistage_exp3,70,46,0.29076969340450937,10.799186413043481,0.10534921917070543,3.91267
0,direct_multistage_exp3,71,47,0.28789980980533686,10.692598936170215,0.15588516424340332,5.789574999999999
0,direct_multistage_exp3,72,48,0.28503568143062286,10.586225208333335,0.150421647819063,5.58666
0,direct_multistage_exp3,73,49,0.28154688272724276,10.456651224489798,0.1140845449649973,4.2371
0,direct_multistage_exp3,74,50,0.2784009746903608,10.3398122,0.12425148088314486,4.6147
0,direct_multistage_exp3,75,51,0.27591444138236876,10.247462352941177,0.1515877759827679,5.62997
0,direct_multistage_exp3,76,52,0.2822214515761567,10.48170471153846,0.603878971459343,22.428065
0,direct_multistage_exp3,77,53,0.28782949268956826,10.689987358490564,0.5794476305869682,21.520685
0,direct_multistage_exp3,78,54,0.2862412942021181,10.631001666666666,0.20206677436725903,7.50476
0,direct_multistage_exp3,79,55,0.28396713908062854,10.546539545454545,0.16116276252019388,5.985585
0,direct_multistage_exp3,80,56,0.28122503413724126,10.444697767857141,0.13040926225094238,4.8434
0,direct_multistage_exp3,81,57,0.285576942153445,10.606327631578946,0.5292837910608508,19.6576
0,direct_multistage_exp3,82,58,0.28248885623827824,10.491636120689654,0.1064679590737749,3.95422
0,direct_multistage_exp3,83,59,0.2796569576408094,10.38645940677966,0.11540683898761442,4.28621
0,direct_multistage_exp3,84,60,0.2774400219888709,10.304122416666665,0.1466408185245019,5.44624
0,direct_multistage_exp3,85,61,0.2753300052084713,10.22575639344262,0.1487289983844911,5.523795
0,direct_multistage_exp3,86,62,0.27585743134087237,10.245344999999997,0.30803042541733977,11.440249999999999
0,direct_multistage_exp3,87,63,0.27632630287799914,10.262758888888886,0.30539633817986,11.34242
0,direct_multistage_exp3,88,64,0.28007161668686054,10.401859843749996,0.5160263866451266,19.16522
0,direct_multistage_exp3,89,65,0.2777267925935131,10.314773076923073,0.12765805061927837,4.741219999999999
0,direct_multistage_exp3,90,66,0.2758084010541603,10.243524015151511,0.15111295099623048,5.612335
0,direct_multistage_exp3,91,67,0.2733843122834937,10.153493358208951,0.11339445341949381,4.21147
0,direct_multistage_exp3,92,68,0.276956882147043,10.286178602941174,0.5163190630048465,19.176090000000002
0,direct_multistage_exp3,93,69,0.2745288079573568,10.19599992753623,0.10941976305869681,4.0638499999999995
0,direct_multistage_exp3,94,70,0.27245828332948685,10.11910064285714,0.12959208400646202,4.81305
0,direct_multistage_exp3,95,71,0.276167732295767,10.256869577464785,0.5358291599353796,19.900695
0,epsilon_exp3,25,1,0.13347819063004845,4.95738,0.13347819063004845,4.95738
0,epsilon_exp3,26,2,0.25032835218093696,9.297195,0.36717851373182553,13.63701
0,epsilon_exp3,27,3,0.268625112188117,9.976736666666667,0.30521863220247714,11.33582
0,epsilon_exp3,28,4,0.3231927840603123,12.00338,0.4868957996768982,18.08331
0,epsilon_exp3,29,5,0.287899084544965,10.692572,0.14672428648357566,5.44934
0,epsilon_exp3,30,6,0.260297253634895,9.66744,0.12228809908454494,4.541779999999999
0,epsilon_exp3,31,7,0.24140876221247787,8.965921428571429,0.12807781367797522,4.75681
0,epsilon_exp3,32,8,0.2786961833602585,10.35077625,0.5397081313947226,20.04476
0,epsilon_exp3,33,9,0.2598895470591755,9.652297777777777,0.10943645665051158,4.06447
0,epsilon_exp3,34,10,0.2887339256865913,10.723578,0.5483333333333332,20.365099999999998
0,epsilon_exp3,35,11,0.2809828046213345,10.435701363636362,0.20347159396876682,7.556935
0,epsilon_exp3,36,12,0.30430714862681746,11.301967499999998,0.5608749326871298,20.830895
0,epsilon_exp3,37,13,0.32494394391284537,12.068418076923077,0.5725854873451803,21.265825
0,epsilon_exp3,38,14,0.34839174167243636,12.939269285714285,0.6532131125471189,24.260334999999998
0,epsilon_exp3,39,15,0.3333149524322384,12.379317333333331,0.12223990306946689,4.53999
0,epsilon_exp3,40,16,0.320298768174475,11.895896249999998,0.12505600430802372,4.64458
0,epsilon_exp3,41,17,0.30900988311318073,11.476627058823526,0.12838772213247174,4.76832
0,epsilon_exp3,42,18,0.30121483276491356,11.187118888888886,0.16869897684437266,6.26548
0,epsilon_exp3,43,19,0.2902413910381771,10.779565263157892,0.09271943995691977,3.4436
0,epsilon_exp3,44,20,0.30317436725902,11.259895999999998,0.5489009154550349,20.38618
0,epsilon_exp3,45,21,0.31598260122573535,11.735593809523808,0.572147280560043,21.24955
0,epsilon_exp3,46,22,0.32940862583835123,12.234236363636363,0.6113551427032848,22.70573
0,epsilon_exp3,47,23,0.3390581290534055,12.592618913043477,0.5513471997845988,20.477035
0,epsilon_exp3,48,24,0.35473452925866095,13.174840416666667,0.7152917339795368,26.565935
0,epsilon_exp3,49,25,0.3463468282175552,12.8633212,0.14504200323101776,5.3868599999999995
0,epsilon_exp3,50,26,0.33704804067768523,12.517964230769232,0.10457835218093699,3.8840399999999997
0,epsilon_exp3,51,27,0.3279951135842358,12.18173851851852,0.09261900915455035,3.43987
0,epsilon_exp3,52,28,0.3196636856681283,11.872309285714286,0.09471513193322563,3.51772
0,epsilon_exp3,53,29,0.32756561380053106,12.165786896551724,0.5488196015078083,20.38316
0,epsilon_exp3,54,30,0.32145185783521807,11.938722,0.1441529348411416,5.35384
0,epsilon_exp3,55,31,0.31652327722479895,11.755674516129032,0.168665858912224,6.26425
0,epsilon_exp3,56,32,0.32287340973344103,11.9915184375,0.5197275175013463,19.302680000000002
0,epsilon_exp3,57,33,0.3247481111600659,12.06114484848485,0.3847385568120625,14.289190000000001
0,epsilon_exp3,58,34,0.32930591719725044,12.230421764705882,0.4797135164243403,17.81656
0,epsilon_exp3,59,35,0.32437183244864987,12.047169857142856,0.1566129509962305,5.816605
0,epsilon_exp3,60,36,0.3183090595644109,11.821998472222221,0.10611200861604739,3.941
0,epsilon_exp3,61,37,0.3125916728521736,11.609654729729728,0.10676575121163166,3.96528
0,epsilon_exp3,62,38,0.3191723882606354,11.8540625,0.5626588583737211,20.89715
0,epsilon_exp3,63,39,0.32656784101735636,12.128729615384614,0.6075950457727517,22.56608
0,epsilon_exp3,64,40,0.3212250706785137,11.930299125,0.11285702746365105,4.19151
0,epsilon_exp3,65,41,0.31739274597107847,11.787966585365853,0.1640997576736672,6.094665
0,epsilon_exp3,66,42,0.31881359143011,11.840736785714286,0.3770682552504039,14.004315
0,epsilon_exp3,67,43,0.32502293646917385,12.071351860465116,0.5858154281098545,21.757185
0,epsilon_exp3,68,44,0.32689911636559454,12.141033181818182,0.40757485191168547,15.137329999999999
0,epsilon_exp3,69,45,0.32245704541374975,11.976054666666666,0.12700592353257942,4.717
0,epsilon_exp3,70,46,0.3175037285476809,11.792088478260869,0.09460446957458266,3.51361
0,epsilon_exp3,71,47,0.3133563858431008,11.638056170212764,0.12257862143241786,4.552569999999999
0,epsilon_exp3,72,48,0.30904581201759107,11.477961458333333,0.1064488422186322,3.95351
0,epsilon_exp3,73,49,0.3054498642752739,11.344407959183673,0.13284437264404955,4.93384
0,epsilon_exp3,74,50,0.30222885837372104,11.2247798,0.14439956919763058,5.363
0,epsilon_exp3,75,51,0.2988852988691438,11.100600000000002,0.13170732364028,4.89161
0,epsilon_exp3,76,52,0.30243702104303877,11.232510961538463,0.4835748519116855,17.95997
0,epsilon_exp3,77,53,0.30398404303959514,11.289967358490568,0.38442918686052774,14.277700000000001
0,epsilon_exp3,78,54,0.30730243423283266,11.413212407407409,0.4831771674744211,17.9452
0,epsilon_exp3,79,55,0.3039904978704655,11.290207090909092,0.12514593430263865,4.64792
0,epsilon_exp3,80,56,0.30074716324332634,11.169749642857143,0.12236375875067311,4.5445899999999995
0,epsilon_exp3,81,57,0.2973377641734924,11.04312456140351,0.10641141626278944,3.95212
0,epsilon_exp3,82,58,0.29404709115555305,10.920908965517242,0.10647872913301022,3.95462
0,epsilon_exp3,83,59,0.2908927238209979,10.803755762711866,0.10793941841680128,4.00887
0,epsilon_exp3,84,60,0.28811554029797165,10.700611166666668,0.12426171243941843,4.615080000000001
0,epsilon_exp3,85,61,0.29254012288461023,10.864940163934428,0.5580150780829294,20.72468
0,epsilon_exp3,86,62,0.29740243108030634,11.045526290322583,0.5940032310177706,22.06128
0,epsilon_exp3,87,63,0.29784322725679746,11.061897460317462,0.3251725901992461,12.07691
0,epsilon_exp3,88,64,0.30041796664647274,11.157523281250002,0.46262654819601506,17.18195
0,epsilon_exp3,89,65,0.29767119837620637,11.05550830769231,0.12187802907915991,4.526549999999999
0,epsilon_exp3,90,66,0.2949040608018798,10.95273681818182,0.11504011847065158,4.27259
0,epsilon_exp3,91,67,0.2918973950923894,10.841069253731346,0.09345745826602045,3.4710099999999997
0,epsilon_exp3,92,68,0.2889402459691469,10.731240735294122,0.09081125471190091,3.37273
0,epsilon_exp3,93,69,0.2865557818828872,10.642681739130438,0.1244122240172321,4.6206700000000005
0,epsilon_exp3,94,70,0.2904970190014616,10.78905928571429,0.562442380183091,20.88911
0,epsilon_exp3,95,71,0.2885625194354061,10.71721197183099,0.15314754981152395,5.6879
0,epsilon_exp3,96,72,0.2930471302279662,10.883770416666671,0.6114544964997308,22.70942
0,epsilon_exp3,97,73,0.293809921363814,10.912100479452059,0.34873088314485734,12.951865000000002
0,epsilon_exp3,98,74,0.2960537757062393,10.995437229729733,0.45985514270328487,17.07902
0,epsilon_exp3,99,75,0.30002554837551604,11.14294886666667,0.5939367259019925,22.05881
1,risky_ps,25,1,0.16323667205169626,6.062609999999999,0.16323667205169626,6.062609999999999
1,risky_ps,26,2,0.37838543349488424,14.053235,0.5935341949380722,22.043860000000002
1,risky_ps,27,3,0.4292967151319333,15.94408,0.5311192784060312,19.72577
1,risky_ps,28,4,0.47080055196553583,17.485532499999998,0.5953120624663436,22.10989
1,risky_ps,29,5,0.5055169359181476,18.774898999999998,0.6443824717285945,23.932365
1,risky_ps,30,6,0.4396589256865913,16.328932499999997,0.1103688745288099,4.0991
